"start" "end" "width" "strand" "gene"
"4184" 4579824 4580561 738 "+" "SCO4163"
"4185" 4580995 4581840 846 "+" "SCO4164"
"4186" 4581874 4582161 288 "+" "SCO4165"
"4187" 4582226 4582519 294 "+" "SCO4166"
"4188" 4582548 4583216 669 "-" "SCO4167"
"4189" 4583238 4584065 828 "+" "SCO4168"
"4190" 4584106 4584870 765 "+" "SCO4169"
"4191" 4584935 4585840 906 "+" "SCO4170"
"4192" 4585837 4586589 753 "+" "SCO4171"
"4193" 4586586 4587461 876 "+" "SCO4172"
"4194" 4587481 4587828 348 "-" "SCO4173"
"4195" 4587872 4588123 252 "-" "SCO4174"
"4196" 4588120 4588512 393 "-" "SCO4175"
"4197" 4588684 4589526 843 "+" "SCO4176"
"4198" 4589532 4589801 270 "+" "SCO4177"
"4199" 4589846 4589944 99 "+" "SCO4178"
"4200" 4589970 4590545 576 "+" "SCO4179"
"4201" 4590561 4590998 438 "+" "SCO4180"
"4202" 4591019 4591984 966 "+" "SCO4181"
"4203" 4592011 4592436 426 "-" "SCO4182"
"4204" 4592459 4593478 1020 "-" "SCO4183"
"4205" 4593681 4594349 669 "+" "SCO4184"
"4206" 4594466 4595476 1011 "+" "SCO4185"
"4207" 4595605 4596861 1257 "+" "SCO4186"
"4208" 4597040 4597225 186 "-" "SCO4187"
"4209" 4597379 4598290 912 "+" "SCO4188"
"4210" 4598300 4598488 189 "-" "SCO4189"
"4211" 4598629 4599504 876 "+" "SCO4190"
"4212" 4599453 4600274 822 "+" "SCO4191"
"4213" 4600336 4601412 1077 "+" "SCO4192"
"4214" 4601497 4602498 1002 "+" "SCO4193"
"4215" 4602491 4603132 642 "+" "SCO4194"
"4216" 4603165 4605207 2043 "+" "SCO4195"
"4217" 4605265 4606479 1215 "-" "SCO4196"
"4218" 4606581 4607048 468 "+" "SCO4197"
"4219" 4607362 4607787 426 "+" "SCO4198"
"4220" 4607810 4608451 642 "+" "SCO4199"
"4221" 4608559 4608900 342 "+" "SCO4200"
"4222" 4609038 4610672 1635 "-" "SCO4201"
"4223" 4610815 4611975 1161 "-" "SCO4202"
"4224" 4612173 4612988 816 "-" "SCO4203"
"4225" 4613136 4614626 1491 "+" "SCO4204"
"4226" 4614619 4615125 507 "+" "SCO4205"
"4227" 4615154 4615969 816 "-" "SCO4206"
"4228" 4616019 4616486 468 "+" "SCO4207"
"4229" 4616569 4617858 1290 "-" "SCO4208"
"4230" 4618020 4618781 762 "+" "SCO4209"
"4231" 4618881 4619375 495 "-" "SCO4210"
"4232" 4619432 4620040 609 "-" "SCO4211"
"4233" 4620305 4620667 363 "+" "SCO4212"
"4234" 4621091 4622725 1635 "+" "SCO4213"
"4235" 4622993 4623433 441 "-" "SCO4214"
"4236" 4623766 4624524 759 "+" "SCO4215"
"4237" 4624587 4624796 210 "-" "SCO4216"
"4238" 4624932 4625816 885 "-" "SCO4217"
"4239" 4625975 4626166 192 "+" "SCO4218"
"4240" 4626394 4627158 765 "+" "SCO4219"
"4241" 4627348 4627767 420 "-" "SCO4220"
"4242" 4627832 4628248 417 "-" "SCO4221"
"4243" 4628357 4628737 381 "+" "SCO4222"
"4244" 4628765 4629652 888 "-" "SCO4223"
"4245" 4629724 4630989 1266 "-" "SCO4224"
"4246" 4631073 4631465 393 "-" "SCO4225"
"4247" 4631601 4631849 249 "-" "SCO4226"
"4248" 4631977 4632216 240 "-" "SCO4227"
"4249" 4632295 4632984 690 "-" "SCO4228"
"4250" 4633199 4634479 1281 "+" "SCO4229"
"4251" 4634485 4635156 672 "+" "SCO4230"
"4252" 4635317 4636042 726 "-" "SCO4231"
"4253" 4636744 4637226 483 "+" "SCO4232"
"4254" 4637542 4638354 813 "+" "SCO4233"
"4255" 4638344 4638856 513 "+" "SCO4234"
"4256" 4638881 4640722 1842 "+" "SCO4235"
"4257" 4640855 4641799 945 "+" "SCO4236"
"4258" 4641923 4643638 1716 "+" "SCO4237"
"4259" 4643727 4644464 738 "-" "SCO4238"
"4260" 4644506 4644952 447 "-" "SCO4239"
"4261" 4645175 4646311 1137 "-" "SCO4240"
"4262" 4646671 4648308 1638 "-" "SCO4241"
"4263" 4648427 4649833 1407 "-" "SCO4242"
"4264" 4649830 4650402 573 "-" "SCO4243"
"4265" 4650399 4652357 1959 "-" "SCO4244"
"4266" 4652357 4652809 453 "-" "SCO4245"
"4267" 4652844 4654775 1932 "-" "SCO4246"
"4268" 4654775 4655497 723 "-" "SCO4247"
"4269" 4655526 4655948 423 "-" "SCO4248"
"4270" 4656193 4656891 699 "+" "SCO4249"
"4271" 4656901 4660236 3336 "+" "SCO4250"
"4272" 4660280 4660813 534 "-" "SCO4251"
"4273" 4660813 4661262 450 "-" "SCO4252"
"4274" 4661315 4662919 1605 "-" "SCO4253"
"4275" 4663249 4666119 2871 "+" "SCO4254"
"4276" 4666257 4666985 729 "+" "SCO4255"
"4277" 4667076 4668515 1440 "+" "SCO4256"
"4278" 4668591 4670033 1443 "+" "SCO4257"
"4279" 4670132 4671589 1458 "+" "SCO4258"
"4280" 4671614 4673686 2073 "-" "SCO4259"
"4281" 4673692 4674369 678 "-" "SCO4260"
"4282" 4674563 4675222 660 "-" "SCO4261"
"4283" 4675239 4675586 348 "+" "SCO4262"
"4284" 4675341 4675343 3 "+" "none"
"4285" 4675583 4679338 3756 "+" "SCO4263"
"4286" 4676006 4676008 3 "+" "none"
"4287" 4679364 4680236 873 "-" "SCO4264"
"4288" 4680295 4681806 1512 "-" "SCO4265"
"4289" 4681886 4682866 981 "-" "SCO4266"
"4290" 4682918 4684078 1161 "-" "SCO4267"
"4291" 4684159 4684947 789 "+" "SCO4268"
"4292" 4684959 4685459 501 "-" "SCO4269"
"4293" 4685643 4686242 600 "-" "SCO4270"
"4294" 4686358 4687494 1137 "+" "SCO4271"
"4295" 4687504 4688475 972 "+" "SCO4272"
"4296" 4688500 4689921 1422 "-" "SCO4273"
"4297" 4690003 4690572 570 "-" "SCO4274"
"4298" 4690823 4692109 1287 "+" "SCO4275"
"4299" 4692106 4692777 672 "+" "SCO4276"
"4300" 4692883 4693458 576 "-" "SCO4277"
"4301" 4693616 4694053 438 "+" "SCO4278"
"4302" 4694071 4694541 471 "-" "SCO4279"
"4303" 4694592 4695200 609 "-" "SCO4280"
"4304" 4695536 4697197 1662 "+" "SCO4281"
"4305" 4697318 4698292 975 "+" "SCO4282"
"4306" 4698343 4699275 933 "-" "SCO4283"
"4307" 4699398 4700543 1146 "-" "SCO4284"
"4308" 4700543 4701523 981 "-" "SCO4285"
"4309" 4701671 4702936 1266 "+" "SCO4286"
"4310" 4702952 4703206 255 "+" "SCO4287"
"4311" 4703578 4704450 873 "+" "SCO4288"
"4312" 4704590 4705072 483 "+" "SCO4289"
"4313" 4705079 4706467 1389 "-" "SCO4290"
"4314" 4706614 4707315 702 "+" "SCO4291"
"4315" 4707339 4708283 945 "-" "SCO4292"
"4316" 4708607 4709893 1287 "+" "SCO4293"
"4317" 4709890 4710165 276 "+" "SCO4294"
"4318" 4710584 4710787 204 "+" "SCO4295"
"4319" 4711115 4712740 1626 "+" "SCO4296"
"4320" 4712991 4714121 1131 "+" "SCO4297"
"4321" 4714155 4715696 1542 "+" "SCO4298"
"4322" 4715693 4716040 348 "+" "SCO4299"
"4323" 4716003 4716272 270 "-" "SCO4300"
"4324" 4716256 4717095 840 "-" "SCO4301"
"4325" 4716751 4716753 3 "-" "none"
"4326" 4717214 4717603 390 "+" "SCO4302"
"4327" 4717614 4718222 609 "-" "SCO4303"
"4328" 4718317 4719066 750 "+" "SCO4304"
"4329" 4719080 4719673 594 "-" "SCO4305"
"4330" 4719675 4720244 570 "-" "SCO4306"
"4331" 4720312 4721247 936 "-" "SCO4307"
"4332" 4721346 4722308 963 "-" "SCO4308"
"4333" 4722391 4722771 381 "+" "SCO4309"
"4334" 4722782 4723078 297 "+" "SCO4310"
"4335" 4723060 4724157 1098 "-" "SCO4311"
"4336" 4724168 4724956 789 "-" "SCO4312"
"4337" 4724891 4724893 3 "-" "none"
"4338" 4724955 4725605 651 "+" "SCO4313"
"4339" 4725616 4726299 684 "+" "SCO4314"
"4340" 4726384 4727073 690 "+" "SCO4315"
"4341" 4727234 4729279 2046 "-" "SCO4316"
"4342" 4729548 4729769 222 "+" "SCO4317"
"4343" 4729773 4731411 1639 "-" "SCO4318"
"4344" 4731490 4731672 183 "-" "SCO4319"
"4345" 4731774 4731893 120 "-" "SCO4320"
"4346" 4732070 4734673 2604 "-" "SCO4321"
"4347" 4734723 4735823 1101 "+" "SCO4322"
"4348" 4736376 4737038 663 "+" "SCO4323"
"4349" 4736987 4737265 279 "-" "SCO4324"
"4350" 4737441 4737824 384 "+" "SCO4325"
"4351" 4737844 4738692 849 "-" "SCO4326"
"4352" 4738682 4739311 630 "-" "SCO4327"
"4353" 4739405 4739869 465 "-" "SCO4328"
"4354" 4739973 4741364 1392 "-" "SCO4329"
"4355" 4741698 4742624 927 "+" "SCO4330"
"4356" 4742777 4745905 3129 "+" "SCO4331"
"4357" 4746028 4748436 2409 "-" "SCO4332"
"4358" 4748536 4748796 261 "-" "SCO4333"
"4359" 4749000 4750457 1458 "+" "SCO4334"
"4360" 4750489 4750677 189 "-" "SCO4335"
"4361" 4750828 4751265 438 "+" "SCO4336"
"4362" 4751293 4752672 1380 "+" "SCO4337"
"4363" 4752722 4753294 573 "+" "SCO4338"
"4364" 4753436 4754290 855 "-" "SCO4339"
"4365" 4754366 4756015 1650 "+" "SCO4340"
"4366" 4756150 4756464 315 "+" "SCO4341"
"4367" 4756861 4757403 543 "+" "SCO4342"
"4368" 4757436 4757633 198 "-" "SCO4343"
"4369" 4757715 4758560 846 "-" "SCO4344"
"4370" 4759042 4759623 582 "+" "SCO4345"
"4371" 4759891 4761000 1110 "-" "SCO4346"
"4372" 4760677 4760679 3 "-" "none"
"4373" 4760782 4760784 3 "-" "none"
"4374" 4761245 4761673 429 "-" "SCO4347"
"4375" 4761670 4763841 2172 "-" "SCO4348"
"4376" 4763838 4765553 1716 "-" "SCO4349"
"4377" 4764621 4764623 3 "-" "none"
"4378" 4764633 4764635 3 "-" "none"
"4379" 4765553 4766905 1353 "-" "SCO4350"
"4380" 4767115 4767627 513 "+" "SCO4351"
"4381" 4767684 4768676 993 "+" "SCO4352"
"4382" 4768814 4768972 159 "-" "SCO4353"
"4383" 4769020 4769703 684 "-" "SCO4354"
"4384" 4769704 4770477 774 "+" "SCO4355"
"4385" 4770450 4771139 690 "-" "SCO4356"
"4386" 4771195 4772241 1047 "+" "SCO4357"
"4387" 4772215 4773021 807 "-" "SCO4358"
"4388" 4773118 4774128 1011 "+" "SCO4359"
"4389" 4774125 4774967 843 "+" "SCO4360"
"4390" 4775082 4775639 558 "+" "SCO4361"
"4391" 4775642 4776853 1212 "+" "SCO4362"
"4392" 4776850 4777530 681 "+" "SCO4363"
"4393" 4777590 4777967 378 "+" "SCO4364"
"4394" 4778003 4778245 243 "+" "SCO4365"
"4395" 4778229 4779320 1092 "-" "SCO4366"
"4396" 4779458 4782313 2856 "+" "SCO4367"
"4397" 4782332 4783492 1161 "-" "SCO4368"
"4398" 4783583 4785205 1623 "+" "SCO4369"
"4399" 4785438 4786457 1020 "+" "SCO4370"
"4400" 4786553 4787116 564 "+" "SCO4371"
"4401" 4787160 4787774 615 "-" "SCO4372"
"4402" 4787839 4788393 555 "-" "SCO4373"
"4403" 4788577 4789464 888 "+" "SCO4374"
"4404" 4789565 4790059 495 "+" "SCO4375"
"4405" 4790056 4790565 510 "+" "SCO4376"
"4406" 4790669 4792411 1743 "+" "SCO4377"
"4407" 4792544 4793374 831 "+" "SCO4378"
"4408" 4793371 4795047 1677 "+" "SCO4379"
"4409" 4795085 4796683 1599 "+" "SCO4380"
"4410" 4796697 4798541 1845 "+" "SCO4381"
"4411" 4798612 4799760 1149 "+" "SCO4382"
"4412" 4799896 4801464 1569 "+" "SCO4383"
"4413" 4801461 4802204 744 "+" "SCO4384"
"4414" 4802213 4802821 609 "+" "SCO4385"
"4415" 4802849 4803460 612 "+" "SCO4386"
"4416" 4803479 4804183 705 "-" "SCO4387"
"4417" 4804401 4805564 1164 "+" "SCO4388"
"4418" 4805897 4806772 876 "+" "SCO4389"
"4419" 4806938 4808341 1404 "+" "SCO4390"
"4420" 4808387 4808785 399 "-" "SCO4391"
"4421" 4808960 4809685 726 "+" "SCO4392"
"4422" 4809858 4810613 756 "-" "SCO4393"
"4423" 4810836 4811528 693 "+" "SCO4394"
"4424" 4811888 4812946 1059 "+" "SCO4395"
"4425" 4812194 4812196 3 "+" "none"
"4426" 4812954 4814606 1653 "-" "SCO4396"
"4427" 4814603 4815394 792 "-" "SCO4397"
"4428" 4815510 4816163 654 "-" "SCO4398"
"4429" 4816468 4817853 1386 "+" "SCO4399"
"4430" 4818113 4819708 1596 "+" "SCO4400"
"4431" 4819767 4821083 1317 "-" "SCO4401"
"4432" 4821200 4821700 501 "+" "SCO4402"
"4433" 4821748 4822641 894 "+" "SCO4403"
"4434" 4822683 4823471 789 "-" "SCO4404"
"4435" 4823468 4824442 975 "-" "SCO4405"
"4436" 4824455 4825120 666 "-" "SCO4406"
"4437" 4825352 4826125 774 "+" "SCO4407"
"4438" 4826082 4827368 1287 "-" "SCO4408"
"4439" 4827365 4827958 594 "-" "SCO4409"
"4440" 4828287 4828667 381 "+" "SCO4410"
"4441" 4828773 4829285 513 "+" "SCO4411"
"4442" 4829856 4830347 492 "+" "SCO4412"
"4443" 4830650 4831684 1035 "-" "SCO4413"
"4444" 4831769 4833094 1326 "+" "SCO4414"
"4445" 4833116 4833988 873 "+" "SCO4415"
"4446" 4834171 4835376 1206 "-" "SCO4416"
"4447" 4835476 4836093 618 "+" "SCO4417"
"4448" 4836101 4836769 669 "-" "SCO4418"
"4449" 4836783 4837208 426 "-" "SCO4419"
"4450" 4837226 4837537 312 "+" "SCO4420"
"4451" 4837557 4838192 636 "-" "SCO4421"
"4452" 4838327 4839085 759 "+" "SCO4422"
"4453" 4839304 4841703 2400 "+" "SCO4423"
"4454" 4841760 4842290 531 "+" "SCO4424"
"4455" 4842382 4842573 192 "-" "SCO4425"
"4456" 4842787 4845768 2982 "-" "SCO4426"
"4457" 4845862 4846281 420 "-" "SCO4427"
"4458" 4846352 4847875 1524 "-" "SCO4428"
"4459" 4848064 4850667 2604 "+" "SCO4429"
"4460" 4850736 4851305 570 "+" "SCO4430"
"4461" 4851343 4851852 510 "-" "SCO4431"
"4462" 4851904 4852578 675 "+" "SCO4432"
"4463" 4852634 4853044 411 "-" "SCO4433"
"4464" 4853069 4853965 897 "+" "SCO4434"
"4465" 4854071 4855186 1116 "+" "SCO4435"
"4466" 4855250 4855660 411 "+" "SCO4436"
"4467" 4855908 4857491 1584 "-" "SCO4437"
"4468" 4857727 4859604 1878 "-" "SCO4438"
"4469" 4859813 4862311 2499 "-" "SCO4439"
"4470" 4862642 4863400 759 "+" "SCO4440"
"4471" 4863620 4864507 888 "+" "SCO4441"
"4472" 4864681 4864872 192 "+" "SCO4442"
"4473" 4864966 4865850 885 "-" "SCO4443"
"4474" 4865924 4866505 582 "-" "SCO4444"
"4475" 4866642 4867625 984 "-" "SCO4445"
"4476" 4867733 4868950 1218 "+" "SCO4446"
"4477" 4869137 4870225 1089 "+" "SCO4447"
"4478" 4870304 4870987 684 "-" "SCO4448"
"4479" 4871042 4871941 900 "-" "SCO4449"
"4480" 4872011 4872658 648 "+" "SCO4450"
"4481" 4872768 4874393 1626 "+" "SCO4451"
"4482" 4874365 4875516 1152 "-" "SCO4452"
"4483" 4875525 4875932 408 "-" "SCO4453"
"4484" 4876023 4876625 603 "-" "SCO4454"
"4485" 4876807 4877370 564 "+" "SCO4455"
"4486" 4877431 4879017 1587 "+" "SCO4456"
"4487" 4879075 4880076 1002 "-" "SCO4457"
"4488" 4880330 4880974 645 "-" "SCO4458"
"4489" 4881117 4881521 405 "-" "SCO4459"
"4490" 4881544 4882014 471 "+" "SCO4460"
"4491" 4882032 4882589 558 "-" "SCO4461"
"4492" 4882715 4883962 1248 "+" "SCO4462"
"4493" 4883959 4884108 150 "+" "SCO4463"
"4494" 4884219 4884893 675 "-" "SCO4464"
"4495" 4884798 4884800 3 "-" "none"
"4496" 4884932 4885462 531 "+" "SCO4465"
"4497" 4885528 4886016 489 "-" "SCO4466"
"4498" 4886067 4886504 438 "-" "SCO4467"
"4499" 4886495 4886701 207 "-" "SCO4468"
"4500" 4886990 4888306 1317 "+" "SCO4469"
"4501" 4888303 4889004 702 "+" "SCO4470"
"4502" 4889161 4890459 1299 "+" "SCO4471"
"4503" 4890549 4891220 672 "+" "SCO4472"
"4504" 4891231 4891992 762 "+" "SCO4473"
"4505" 4891996 4893720 1725 "+" "SCO4474"
"4506" 4893909 4895051 1143 "+" "SCO4475"
"4507" 4895198 4896619 1422 "-" "SCO4476"
"4508" 4896795 4897511 717 "-" "SCO4477"
"4509" 4897544 4898155 612 "+" "SCO4478"
"4510" 4898224 4899117 894 "-" "SCO4479"
"4511" 4899301 4899918 618 "-" "SCO4480"
"4512" 4900077 4901975 1899 "+" "SCO4481"
"4513" 4900305 4900307 3 "+" "none"
"4514" 4901972 4902832 861 "-" "SCO4482"
"4515" 4902880 4903482 603 "+" "SCO4483"
"4516" 4903479 4903841 363 "+" "SCO4484"
"4517" 4903856 4904881 1026 "-" "SCO4485"
"4518" 4904976 4905383 408 "+" "SCO4486"
"4519" 4905443 4907221 1779 "+" "SCO4487"
"4520" 4907340 4909220 1881 "+" "SCO4488"
"4521" 4909224 4909526 303 "-" "SCO4489"
"4522" 4909614 4911071 1458 "+" "SCO4490"
"4523" 4911068 4911973 906 "+" "SCO4491"
"4524" 4912029 4912679 651 "+" "SCO4492"
"4525" 4912701 4913204 504 "+" "SCO4493"
"4526" 4912704 4912706 3 "+" "none"
"4527" 4913249 4914412 1164 "+" "SCO4494"
"4528" 4914637 4915275 639 "+" "SCO4495"
"4529" 4915292 4915816 525 "+" "SCO4496"
"4530" 4915937 4916236 300 "+" "SCO4497"
"4531" 4916551 4917873 1323 "+" "SCO4498"
"4532" 4917934 4918656 723 "+" "SCO4499"
"4533" 4919005 4919880 876 "-" "SCO4500"
"4534" 4919880 4921172 1293 "-" "SCO4501"
"4535" 4921335 4922621 1287 "+" "SCO4502"
"4536" 4923031 4924959 1929 "+" "SCO4503"
"4537" 4924984 4925628 645 "-" "SCO4504"
"4538" 4925750 4925953 204 "-" "SCO4505"
"4539" 4926246 4927094 849 "+" "SCO4506"
"4540" 4927170 4928930 1761 "+" "SCO4507"
"4541" 4928991 4933568 4578 "-" "SCO4508"
"4542" 4933782 4934156 375 "+" "SCO4509"
"4543" 4934190 4934597 408 "-" "SCO4510"
"4544" 4934688 4935107 420 "-" "SCO4511"
"4545" 4935104 4935685 582 "-" "SCO4512"
"4546" 4935682 4936350 669 "-" "SCO4513"
"4547" 4936347 4936925 579 "-" "SCO4514"
"4548" 4936959 4938164 1206 "-" "SCO4515"
"4549" 4938161 4938520 360 "-" "SCO4516"
"4550" 4938790 4939515 726 "-" "SCO4517"
"4551" 4939512 4940861 1350 "-" "SCO4518"
"4552" 4940966 4941562 597 "+" "SCO4519"
"4553" 4941567 4941872 306 "-" "SCO4520"
"4554" 4941895 4942980 1086 "-" "SCO4521"
"4555" 4942977 4943453 477 "-" "SCO4522"
"4556" 4943703 4944296 594 "+" "SCO4523"
"4557" 4945126 4945845 720 "+" "SCO4524"
"4558" 4945864 4946745 882 "+" "SCO4525"
"4559" 4946742 4948049 1308 "+" "SCO4526"
"4560" 4948063 4949100 1038 "+" "SCO4527"
"4561" 4949109 4950017 909 "+" "SCO4528"
"4562" 4950014 4950367 354 "+" "SCO4529"
"4563" 4950395 4950955 561 "+" "SCO4530"
"4564" 4950956 4951393 438 "+" "SCO4531"
"4565" 4951390 4951851 462 "+" "SCO4532"
"4566" 4951930 4952256 327 "+" "SCO4533"
"4567" 4952253 4953677 1425 "+" "SCO4534"
"4568" 4953674 4955002 1329 "+" "SCO4535"
"4569" 4954999 4955643 645 "+" "SCO4536"
"4570" 4955640 4956245 606 "+" "SCO4537"
"4571" 4956301 4956636 336 "-" "SCO4538"
"4572" 4956659 4957264 606 "-" "SCO4539"
"4573" 4957302 4957544 243 "-" "SCO4540"
"4574" 4957723 4959303 1581 "-" "SCO4541"
"4575" 4959382 4959573 192 "-" "SCO4542"
"4576" 4959584 4960435 852 "-" "SCO4543"
"4577" 4960649 4961074 426 "+" "SCO4544"
"4578" 4961108 4962022 915 "+" "SCO4545"
"4579" 4962128 4962778 651 "+" "SCO4546"
"4580" 4962778 4963845 1068 "+" "SCO4547"
"4581" 4964061 4967069 3009 "+" "SCO4548"
"4582" 4967066 4967845 780 "+" "SCO4549"
"4583" 4967924 4969123 1200 "+" "SCO4550"
"4584" 4969131 4969730 600 "+" "SCO4551"
"4585" 4969766 4970770 1005 "-" "SCO4552"
"4586" 4970964 4971383 420 "+" "SCO4553"
"4587" 4971401 4973632 2232 "+" "SCO4554"
"4588" 4973632 4974723 1092 "+" "SCO4555"
"4589" 4974767 4975462 696 "+" "SCO4556"
"4590" 4975449 4975796 348 "-" "SCO4557"
"4591" 4975855 4976418 564 "-" "SCO4558"
"4592" 4976516 4977808 1293 "+" "SCO4559"
"4593" 4977869 4978495 627 "-" "SCO4560"
"4594" 4978629 4979462 834 "-" "SCO4561"
"4595" 4980274 4980633 360 "+" "SCO4562"
"4596" 4980646 4981200 555 "+" "SCO4563"
"4597" 4981197 4981952 756 "+" "SCO4564"
"4598" 4981949 4983271 1323 "+" "SCO4565"
"4599" 4983268 4984140 873 "+" "SCO4566"
"4600" 4984137 4985486 1350 "+" "SCO4567"
"4601" 4985483 4988014 2532 "+" "SCO4568"
"4602" 4988011 4989414 1404 "+" "SCO4569"
"4603" 4989449 4990084 636 "+" "SCO4570"
"4604" 4990081 4990938 858 "+" "SCO4571"
"4605" 4990935 4991234 300 "+" "SCO4572"
"4606" 4991249 4993213 1965 "+" "SCO4573"
"4607" 4993219 4994790 1572 "+" "SCO4574"
"4608" 4994787 4996445 1659 "+" "SCO4575"
"4609" 4996565 4997164 600 "-" "SCO4576"
"4610" 4997397 4999427 2031 "+" "SCO4577"
"4611" 4999466 4999690 225 "-" "SCO4578"
"4612" 4999752 5000690 939 "-" "SCO4579"
"4613" 5000997 5002253 1257 "-" "SCO4580"
"4614" 5002738 5003547 810 "+" "SCO4581"
"4615" 5003571 5004062 492 "-" "SCO4582"
"4616" 5004917 5005927 1011 "+" "SCO4583"
"4617" 5006187 5007449 1263 "+" "SCO4584"
"4618" 5007502 5008485 984 "+" "SCO4585"
"4619" 5008487 5009416 930 "+" "SCO4586"
"4620" 5009444 5010046 603 "-" "SCO4587"
"4621" 5010182 5011708 1527 "+" "SCO4588"
"4622" 5011745 5012719 975 "-" "SCO4589"
"4623" 5012930 5013400 471 "-" "SCO4590"
"4624" 5013530 5014102 573 "+" "SCO4591"
"4625" 5014126 5015214 1089 "-" "SCO4592"
"4626" 5015360 5016214 855 "-" "SCO4593"
"4627" 5016376 5017434 1059 "-" "SCO4594"
"4628" 5017427 5019364 1938 "-" "SCO4595"
"4629" 5019699 5020370 672 "-" "SCO4596"
"4630" 5020678 5022045 1368 "-" "SCO4597"
"4631" 5022159 5023382 1224 "-" "SCO4598"
"4632" 5023578 5024018 441 "+" "SCO4599"
"4633" 5024015 5024713 699 "+" "SCO4600"
"4634" 5024710 5026071 1362 "+" "SCO4601"
"4635" 5026068 5027036 969 "+" "SCO4602"
"4636" 5027036 5027629 594 "+" "SCO4603"
"4637" 5027626 5028219 594 "+" "SCO4604"
"4638" 5028219 5028611 393 "+" "SCO4605"
"4639" 5028608 5030602 1995 "+" "SCO4606"
"4640" 5030609 5032213 1605 "+" "SCO4607"
"4641" 5032210 5033757 1548 "+" "SCO4608"
"4642" 5033984 5034847 864 "+" "SCO4609"
"4643" 5034844 5035260 417 "+" "SCO4610"
"4644" 5035358 5035951 594 "+" "SCO4611"
"4645" 5036030 5037274 1245 "-" "SCO4612"
"4646" 5037414 5037680 267 "+" "SCO4613"
"4647" 5037788 5038276 489 "-" "SCO4614"
"4648" 5038758 5040125 1368 "-" "SCO4615"
"4649" 5039238 5039240 3 "-" "none"
"4650" 5040186 5040371 186 "-" "SCO4616"
"4651" 5040809 5042281 1473 "-" "SCO4617"
"4652" 5042283 5043134 852 "-" "SCO4618"
"4653" 5043224 5043691 468 "-" "SCO4619"
"4654" 5043865 5045910 2046 "-" "SCO4620"
"4655" 5045925 5046464 540 "-" "SCO4621"
"4656" 5046484 5046984 501 "-" "SCO4622"
"4657" 5047012 5047170 159 "+" "SCO4623"
"4658" 5047328 5047663 336 "-" "SCO4624"
"4659" 5047663 5048670 1008 "-" "SCO4625"
"4660" 5048667 5049200 534 "-" "SCO4626"
"4661" 5049197 5049466 270 "-" "SCO4627"
"4662" 5049893 5050702 810 "+" "SCO4628"
"4663" 5050699 5051364 666 "+" "SCO4629"
"4664" 5051465 5052724 1260 "-" "SCO4630"
"4665" 5052984 5054666 1683 "-" "SCO4631"
"4666" 5055612 5055771 160 "+" "attB"
"4667" 5055668 5055692 25 "+" "none"
"4668" 5055698 5055722 25 "+" "none"
"4669" 5055828 5058728 2901 "+" "SCO4632"
"4670" 5059025 5059681 657 "-" "SCO4633"
"4671" 5059786 5061090 1305 "-" "SCO4634"
"4672" 5061599 5061763 165 "+" "SCO4635"
"4673" 5061859 5062311 453 "+" "SCO4636"
"4674" 5061877 5061879 3 "+" "none"
"4675" 5062317 5062745 429 "+" "SCO4637"
"4676" 5062845 5063669 825 "-" "SCO4638"
"4677" 5063734 5064339 606 "+" "SCO4639"
"4678" 5064405 5064998 594 "+" "SCO4640"
"4679" 5065114 5066586 1473 "+" "SCO4641"
"4680" 5066624 5067004 381 "+" "SCO4642"
"4681" 5066792 5066794 3 "+" "none"
"4682" 5067001 5068152 1152 "+" "SCO4643"
"4683" 5068592 5069623 1032 "-" "SCO4644"
"4684" 5069749 5070975 1227 "-" "SCO4645"
"4685" 5071396 5071680 285 "+" "SCO4646"
"4686" 5071761 5072663 903 "+" "SCO4647"
"4687" 5072851 5073285 435 "+" "SCO4648"
"4688" 5073369 5074094 726 "+" "SCO4649"
"4689" 5074267 5075124 858 "+" "SCO4650"
"4690" 5075273 5076121 849 "+" "SCO4651"
"4691" 5076440 5076970 531 "+" "SCO4652"
"4692" 5077088 5077471 384 "+" "SCO4653"
"4693" 5078061 5081546 3486 "+" "SCO4654"
"4694" 5081644 5085543 3900 "+" "SCO4655"
"4695" 5085653 5086240 588 "+" "SCO4656"
"4696" 5086257 5087561 1305 "-" "SCO4657"
"4697" 5087653 5088690 1038 "+" "SCO4658"
"4698" 5088946 5089317 372 "+" "SCO4659"
"4699" 5089320 5089790 471 "+" "SCO4660"
"4700" 5089830 5091956 2127 "+" "SCO4661"
"4701" 5092130 5093323 1194 "+" "SCO4662"
"4702" 5093313 5093666 354 "-" "SCO4663"
"4703" 5093796 5095631 1836 "-" "SCO4664"
"4704" 5095647 5096276 630 "-" "SCO4665"
"4705" 5096270 5097010 741 "-" "SCO4666"
"4706" 5097181 5098476 1296 "+" "SCO4667"
"4707" 5098476 5099108 633 "+" "SCO4668"
"4708" 5099276 5100415 1140 "+" "SCO4669"
"4709" 5100500 5101891 1392 "-" "SCO4670"
"4710" 5102043 5102990 948 "-" "SCO4671"
"4711" 5102673 5102675 3 "-" "none"
"4712" 5103076 5104845 1770 "-" "SCO4672"
"4713" 5104850 5105869 1020 "-" "SCO4673"
"4714" 5105881 5106318 438 "+" "SCO4674"
"4715" 5106331 5107239 909 "-" "SCO4675"
"4716" 5107257 5108129 873 "-" "SCO4676"
